Invoice No;Invoice Date;Party Name;City;State;Cat No;Product Description;Product Category;Quantity;Rate;Total Amt;Net Amount;TCS;Freight;Disc %;Adjustment Of Goods Return;LR No;LR Date;Transporter Name;Order No;PO No;Order Dt;Sales Person Name
JSC-01609/25-26;23.07.2025;TEJAS ENTERPRISE;Mumbai;Maharashtra;6703-7550;POLYCAP 75 5.0 HD 1/PK B/B;498 Catalog Capsules;4;7364.7;29458.8;49134;0;0;37.00;0;bhiwandi;23.07.2025;hand delivery;SOP-01484/25-26,SOP-01444/25-26;TEO-00104/25-26,TEO-00099/25-26;27.06.2025;Rahul
JSC-01609/25-26;23.07.2025;TEJAS ENTERPRISE;Mumbai;Maharashtra;7188-004;WCN WH 0.8uM 47MM 100/PK;478 Lab Membranes - Catalogue;2;6090;12180;;;;42.00;0;bhiwandi;23.07.2025;hand delivery;SOP-01484/25-26,SOP-01444/25-26;TEO-00104/25-26,TEO-00099/25-26;27.06.2025;Rahul
JSC-01610/25-26;23.07.2025;BIOLINKK;New Delhi;Delhi;1005-150;GR 5 15CM 100/PK;467 CF Lab Catalogue Qualitative;1;2795.6;2795.6;37103;0;600;42.00;0;58153551341;23.07.2025;BLUE DART EXPRESS LTD;SOP-01435/25-26,SOP-01362/25-26;BK/PUR/6972-RR,BK/PUR/6968-RR;28.06.2025;Rakesh Ranjan
JSC-01610/25-26;23.07.2025;BIOLINKK;New Delhi;Delhi;10534612;903 PROTEINSAVER US 100/PK;522 Proteinsaver 903;2;14023.8;28047.6;;;;37.00;0;58153551341;23.07.2025;BLUE DART EXPRESS LTD;SOP-01435/25-26,SOP-01362/25-26;BK/PUR/6972-RR,BK/PUR/6968-RR;28.06.2025;Rakesh Ranjan
JSC-01611/25-26;23.07.2025;ENCUBE ETHICALS PRIVATE LIMITED;Dombivli;Maharashtra;66400;Disc Versapor 25mm 0.8um 100pk;PALL LIFESCIENCE;2;2823;5646;6662;0;0;22. Feb;0;53586124690;23.07.2025;BLUE DART EXPRESS LTD;SOP-01308/25-26;7000005307;26.06.2025;Rahul
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;6891-2507;GD/X 25/0.7 GF/F 1500/PK;490 EF Lab Cat Syringe Filters;1;260876.7;260876.7;610089;0;0;37.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;2200-150;1PS 15CM 100/PK;471 Lab Catalogue Speciality;1;10300.8;10300.8;;;;42.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;6818-1304;PURADISC 13/0.45 GMF 500/PK;490 EF Lab Cat Syringe Filters;1;76689.9;76689.9;;;;37.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;10313032;609 KJELDAHL 55x10x10MM 100/PK;471 Lab Catalogue Speciality;3;15457;46371;;;;42.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;1825-070;GF/F 7CM 100/PK;461 GF Lab Catalogue;1;16309.6;16309.6;;;;42.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;9918-2504;Whatman Uniflo 25mm 0.45 Nylon 100/PK;490 EF Lab Cat Syringe Filters;1;2923.2;2923.2;;;;37.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;9910-2502;Whatman Uniflo 25mm 0.22 Nylon 500/PK;490 EF Lab Cat Syringe Filters;10;10000;100000;;;;44.84;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01612/25-26;23.07.2025;APEX CHROMATOGRAPHY PVT.LTD.;Hyderabad;Telangana;9917-2504;Whatman Uniflo 25mm 0.45 PVDF 100/PK;490 EF Lab Cat Syringe Filters;1;3553.2;3553.2;;;;37.00;0;58153524052;23.07.2025;BLUE DART EXPRESS LTD;SOP-01235/25-26,SOP-01478/25-26,SOP-01323/25-26,SOP-01002/25-26,SOP-05197/24-25;ACPL-JAY- 2006-25,ACPL-JAY-0407-25,ACPL-JAY- 2606-25,ACPL-JAY-1106-25,ACPL-JAY-Uniflo SPR-0801-25- (;20.06.2025;Sreenivas Mandadi
JSC-01613/25-26;23.07.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;9915-2504;Whatman Uniflo 25MM 0.45 PES S 200/PK;490 EF Lab Cat Syringe Filters;1;11982.6;11982.6;148176;0;1500;37.00;0;58153551691;23.07.2025;BLUE DART EXPRESS LTD;SOP-01345/25-26,SOP-01456/25-26,SOP-01054/25-26;BSI/25-26/3122,BSI/PO/2025/3129,BSI/25-26/3099;27.06.2025;Sreenivas Mandadi
JSC-01613/25-26;23.07.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;4433;Acrodisc DMSO 25mm NYLON .2um gam 50pk;PALL LIFESCIENCE;2;14118.3;28236.6;;;;37.00;0;58153551691;23.07.2025;BLUE DART EXPRESS LTD;SOP-01345/25-26,SOP-01456/25-26,SOP-01054/25-26;BSI/25-26/3122,BSI/PO/2025/3129,BSI/25-26/3099;27.06.2025;Sreenivas Mandadi
JSC-01613/25-26;23.07.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;1454-917;GR 54 46x57CM 100/PK;468 CF Lab Catalogue Quantitative;1;88345.6;88345.6;;;;42.00;0;58153551691;23.07.2025;BLUE DART EXPRESS LTD;SOP-01345/25-26,SOP-01456/25-26,SOP-01054/25-26;BSI/25-26/3122,BSI/PO/2025/3129,BSI/25-26/3099;27.06.2025;Sreenivas Mandadi
JSC-01614/25-26;23.07.2025;GILA LABORATORIES PVT LTD;Banglore;Karnataka;4658;Acrodisc 32mm SUPOR .8/.2um gam 50pk;PALL LIFESCIENCE;20;7774.2;155484;388572;0;1100;37.00;0;53586123754;23.07.2025;BLUE DART EXPRESS LTD;SOP-01153/25-26,SOP-01222/25-26;GLPL/PO/112/25-26/Jay,GLPL/PO/120/25-26/Jay;09.06.2025;Vishnu Kiran
JSC-01614/25-26;23.07.2025;GILA LABORATORIES PVT LTD;Banglore;Karnataka;UN113UORG;UP 0.45uM PTFE 50/PK;491 EF Lab Cat Syringeless Filter;10;14420.7;144207;;;;37.00;0;53586123754;23.07.2025;BLUE DART EXPRESS LTD;SOP-01153/25-26,SOP-01222/25-26;GLPL/PO/112/25-26/Jay,GLPL/PO/120/25-26/Jay;09.06.2025;Vishnu Kiran
JSC-01614/25-26;23.07.2025;GILA LABORATORIES PVT LTD;Banglore;Karnataka;6723-5000;HEPA-VENT 50 GF 10/PK;492 EF Lab Catalogue Disc Filters;1;8775.9;8775.9;;;;37.00;0;53586123754;23.07.2025;BLUE DART EXPRESS LTD;SOP-01153/25-26,SOP-01222/25-26;GLPL/PO/112/25-26/Jay,GLPL/PO/120/25-26/Jay;09.06.2025;Vishnu Kiran
JSC-01614/25-26;23.07.2025;GILA LABORATORIES PVT LTD;Banglore;Karnataka;66602;Disc 47mm NYLON .2um 100pk;PALL LIFESCIENCE;1;19731.6;19731.6;;;;37.00;0;53586123754;23.07.2025;BLUE DART EXPRESS LTD;SOP-01153/25-26,SOP-01222/25-26;GLPL/PO/112/25-26/Jay,GLPL/PO/120/25-26/Jay;09.06.2025;Vishnu Kiran
JSC-01615/25-26;23.07.2025;INTERNATIONAL TRADERS.(DELHI);Delhi;Delhi;10370381;GF10 30MMx20M CORE 40MM 1/PK;465 GF Custom;5;6543.18;32715.9;98939;0;1500;37.00;0;58153551492;23.07.2025;BLUE DART EXPRESS LTD;SOP-01494/25-26,SOP-01217/25-26,SOP-01509/25-26;Email,Email 08-07-2025;08.07.2025;Rakesh Ranjan
JSC-01615/25-26;23.07.2025;INTERNATIONAL TRADERS.(DELHI);Delhi;Delhi;1542-055;GR 542 5.5CM 100/PK;468 CF Lab Catalogue Quantitative;2;2412.8;4825.6;;;;42.00;0;58153551492;23.07.2025;BLUE DART EXPRESS LTD;SOP-01494/25-26,SOP-01217/25-26,SOP-01509/25-26;Email,Email 08-07-2025;08.07.2025;Rakesh Ranjan
JSC-01615/25-26;23.07.2025;INTERNATIONAL TRADERS.(DELHI);Delhi;Delhi;2800-300;THIMBLE ST 30x100MM 25/PK;469 CF Lab Catalogue Thimbles;5;8961;44805;;;;42.00;0;58153551492;23.07.2025;BLUE DART EXPRESS LTD;SOP-01494/25-26,SOP-01217/25-26,SOP-01509/25-26;Email,Email 08-07-2025;08.07.2025;Rakesh Ranjan
JSC-01616/25-26;23.07.2025;ISCIENCE INNOVATION;Bengaluru;Karnataka;1001-085;GR 1 8.5CM 100/PK;467 CF Lab Catalogue Qualitative;10;1276;12760;238785;0;600;42.00;0;53586123474;23.07.2025;BLUE DART EXPRESS LTD;SOP-05737/24-25,SOP-01238/25-26;ISI/PO/24-25/87,ISI/PO/25-26/15;06.03.2025;Vishnu Kiran
JSC-01616/25-26;23.07.2025;ISCIENCE INNOVATION;Bengaluru;Karnataka;4522;Acrodisc 25mm NYLON .2um 1000pk;PALL LIFESCIENCE;1;189000;189000;;;;45.85;0;53586123474;23.07.2025;BLUE DART EXPRESS LTD;SOP-05737/24-25,SOP-01238/25-26;ISI/PO/24-25/87,ISI/PO/25-26/15;06.03.2025;Vishnu Kiran
JSC-01617/25-26;23.07.2025;ICON BIOSYSTEMS;Hyderabad;Telangana;97014;Miniate EVO fittings kit 1pk;PALL LIFESCIENCE;1;9765;9765;12231;0;600;0.00;0;53586122715;23.07.2025;BLUE DART EXPRESS LTD;SOP-01224/25-26;IB-25-26-22;18.06.2025;Sreenivas Mandadi
JSC-01619/25-26;23.07.2025;VM Sciences;Medchal;Telangana;4219TC;ACRODISC 25mm w/ 0.45um PTFE 50pk;PALL LIFESCIENCE;2;8019.9;16039.8;147194;0;1000;37.00;0;53586121772;23.07.2025;BLUE DART EXPRESS LTD;SOP-01730/25-26,SOP-01413/25-26,SOP-01291/25-26;VMH-PO/0725/0116,VMB-PO/0725/0009,VMH-PO/0625/0101;22.07.2025;Vishnu Kiran
JSC-01619/25-26;23.07.2025;VM Sciences;Medchal;Telangana;9909-2504;Whatman Uniflo 25mm 0.45 PVDF 500/PK;490 EF Lab Cat Syringe Filters;5;15731.1;78655.5;;;;37.00;0;53586121772;23.07.2025;BLUE DART EXPRESS LTD;SOP-01730/25-26,SOP-01413/25-26,SOP-01291/25-26;VMH-PO/0725/0116,VMB-PO/0725/0009,VMH-PO/0625/0101;22.07.2025;Sreenivas Mandadi
JSC-01619/25-26;23.07.2025;VM Sciences;Medchal;Telangana;6054522;Acrodisc 25mm NYLON .2um V-PREP 1000pk;PALL LIFESCIENCE;1;29045;29045;;;;0.00;0;53586121772;23.07.2025;BLUE DART EXPRESS LTD;SOP-01730/25-26,SOP-01413/25-26,SOP-01291/25-26;VMH-PO/0725/0116,VMB-PO/0725/0009,VMH-PO/0625/0101;22.07.2025;Vishnu Kiran
JSC-01620/25-26;23.07.2025;VEHAN LIFESCIENCES INDIA PRIVATE LIMITED;Hyderabad;Telangana;97014;Miniate EVO fittings kit 1pk;PALL LIFESCIENCE;1;9765;9765;11995;0;400;37.00;0;53586121374;23.07.2025;BLUE DART EXPRESS LTD;SOP-01390/25-26;PO# 55;01.07.2025;Sreenivas Mandadi
JSC-01621/25-26;23.07.2025;SGS INDIA PRIVATE LIMITED (CHENNAI);Chennai;Tamil Nadu;9910-2502;Whatman Uniflo 25mm 0.22 Nylon 500/PK;490 EF Lab Cat Syringe Filters;1;13192;13192;15567;0;0;32.00;0;53586119554;23.07.2025;BLUE DART EXPRESS LTD;SOP-01641/25-26;10234144;16.07.2025;Elumalai
JSC-01622/25-26;23.07.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;10406870;ME25/21 ST 0.45uM 47MM 100/PK;483 Microbiology Membranes;2;4263;8526;131772.8;0;600;42.00;0;53586119031;23.07.2025;BLUE DART EXPRESS LTD;SOP-01388/25-26,SOP-01354/25-26,SOP-01715/25-26;pj-XP2500466,PJ-XP2500457,PJ-XP2500566;21.07.2025;Jitender
JSC-01622/25-26;23.07.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;1202-185;GR 2 FF 18.5CM 100/PK;332 CF Folded Pre Pleated RTU;2;6977.4;13954.8;;;;42.00;0;53586119031;23.07.2025;BLUE DART EXPRESS LTD;SOP-01388/25-26,SOP-01354/25-26,SOP-01715/25-26;pj-XP2500466,PJ-XP2500457,PJ-XP2500566;21.07.2025;Jitender
JSC-01622/25-26;23.07.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;1827-025;934-AH 2.5CM 100/PK;461 GF Lab Catalogue;25;2911.6;72790;;;;42.00;0;53586119031;23.07.2025;BLUE DART EXPRESS LTD;SOP-01388/25-26,SOP-01354/25-26,SOP-01715/25-26;pj-XP2500466,PJ-XP2500457,PJ-XP2500566;21.07.2025;Jitender
JSC-01622/25-26;23.07.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;10;3590.2;35902;;;;42.00;0;53586119031;23.07.2025;BLUE DART EXPRESS LTD;SOP-01388/25-26,SOP-01354/25-26,SOP-01715/25-26;pj-XP2500466,PJ-XP2500457,PJ-XP2500566;21.07.2025;Jitender
JSC-01623/25-26;23.07.2025;JIGNESH AGENCY PVT. LTD;Bharuch;Gujarat;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;3;26491.5;79474.5;93839;0;50;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01729/25-26;462;22.07.2025;Shishir
JSC-01624/25-26;23.07.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;6886-2512;GD/X 25/1.2 GF/C 150/PK;490 EF Lab Cat Syringe Filters;1;32634;32634;63087;0;100;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01722/25-26,SOP-01714/25-26,SOP-01174/25-26;000809,21/07/2025,6886 2512;22.07.2025;Shishir
JSC-01624/25-26;23.07.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;5;3427.8;17139;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01722/25-26,SOP-01714/25-26,SOP-01174/25-26;000809,21/07/2025,6886 2512;22.07.2025;Shishir
JSC-01624/25-26;23.07.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;1;3590.2;3590.2;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01722/25-26,SOP-01714/25-26,SOP-01174/25-26;000809,21/07/2025,6886 2512;22.07.2025;Shishir
JSC-01625/25-26;23.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;1001-025;GR 1 2.5CM 400/PK;467 CF Lab Catalogue Qualitative;2;3833.8;7667.6;86599;0;100;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01405/25-26,SOP-01406/25-26;AF-P-044/25-26,AF-P-045/25-26;01.07.2025;Shishir
JSC-01625/25-26;23.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;4690;Forceps w/ multicolor grips SS 3pk;PALL LIFESCIENCE;5;7163.1;35815.5;;;;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01405/25-26,SOP-01406/25-26;AF-P-044/25-26,AF-P-045/25-26;01.07.2025;Shishir
JSC-01625/25-26;23.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;61630;Disc 25mm A/E glass fibre 500pk;Pall Life Sciences;3;9935.38;29806.14;;;;39.31;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01405/25-26,SOP-01406/25-26;AF-P-044/25-26,AF-P-045/25-26;01.07.2025;Shishir
JSC-01626/25-26;23.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;4025-N;Membrane Seal Gasket Kit F/4020 1pk;PALL LIFESCIENCE;1;2872.8;2872.8;126894;0;150;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01297/25-26,SOP-01163/25-26,SOP-01695/25-26;260810224,260810175,260810332;25.06.2025;Elumalai
JSC-01626/25-26;23.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;1001-085;GR 1 8.5CM 100/PK;467 CF Lab Catalogue Qualitative;5;1276;6380;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01297/25-26,SOP-01163/25-26,SOP-01695/25-26;260810224,260810175,260810332;25.06.2025;Elumalai
JSC-01626/25-26;23.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;2800-300;THIMBLE ST 30x100MM 25/PK;469 CF Lab Catalogue Thimbles;5;8961;44805;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01297/25-26,SOP-01163/25-26,SOP-01695/25-26;260810224,260810175,260810332;25.06.2025;Elumalai
JSC-01626/25-26;23.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;6820-1316;PURADISC 13/1.6 GF/A 100/PK;490 EF Lab Cat Syringe Filters;3;16846.2;50538.6;;;;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01297/25-26,SOP-01163/25-26,SOP-01695/25-26;260810224,260810175,260810332;25.06.2025;Elumalai
JSC-01626/25-26;23.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;4023-N;Seal Gasket Kit F/4020 10pk;PALL LIFESCIENCE;1;2790.9;2790.9;;;;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01297/25-26,SOP-01163/25-26,SOP-01695/25-26;260810224,260810175,260810332;25.06.2025;Elumalai
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;10406870;ME25/21 ST 0.45uM 47MM 100/PK;483 Microbiology Membranes;15;4263;63945;128815;0;100;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;10313209;1450CV 90MM 50/PK;467 CF Lab Catalogue Qualitative;3;864.2;2592.6;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1005-090;GR 5 9CM 100/PK;467 CF Lab Catalogue Qualitative;3;1316.6;3949.8;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1454-150;GR 54 15CM 100/PK;468 CF Lab Catalogue Quantitative;1;6820.8;6820.8;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1440-110;GR 40 11CM 100/PK;468 CF Lab Catalogue Quantitative;1;2801.4;2801.4;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1822-110;GF/C 11CM 100/PK;461 GF Lab Catalogue;1;9784.6;9784.6;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01627/25-26;23.07.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;6874-1304;Whatman GD/X 13/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;1;19170.9;19170.9;;;;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01735/25-26,SOP-01318/25-26,SOP-01234/25-26;638-MUMBAI,627-Mumbai,624-MUMBAI;26.06.2025;Rahul
JSC-01628/25-26;23.07.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1440-047;GR 40 4.7CM 100/PK;468 CF Lab Catalogue Quantitative;5;2511.4;12557;53741;0;100;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01734/25-26,SOP-01267/25-26,SOP-01317/25-26;75,46,49;26.06.2025;Shishir
JSC-01628/25-26;23.07.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1823-125;GF/D 12.5CM 25/PK;461 GF Lab Catalogue;4;7308;29232;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01734/25-26,SOP-01267/25-26,SOP-01317/25-26;75,46,49;26.06.2025;Shishir
JSC-01628/25-26;23.07.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1443-125;GR 43 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;1;3654;3654;;;;42.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01734/25-26,SOP-01267/25-26,SOP-01317/25-26;75,46,49;26.06.2025;Shishir
JSC-01629/25-26;23.07.2025;Raj Sales Corporation;Bhavnagar;Gujarat;66587;MetBlk grid 0.8um 47mm gam bulk 200pk;PALL LIFESCIENCE;2;13318.2;26636.4;31490;0;50;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-00634/25-26;WH/RSC/A/1605;16.05.2025;Shishir
JSC-01630/25-26;23.07.2025;MEDISPRAY LABORATORIES PVT.LTD.(GOA);Goa;Goa;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;2;1150;2300;2714;0;0;40.72;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01719/25-26;4800758944;21.07.2025;Rahul
JSC-01631/25-26;23.07.2025;SHREE CHEMICALS;Ratnagiri;Maharashtra;6872-1304;Whatman GD/X 13/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;10;19404;194040;376431;0;450;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01725/25-26;SCPO/0139/24-25;22.07.2025;Ashish
JSC-01631/25-26;23.07.2025;SHREE CHEMICALS;Ratnagiri;Maharashtra;6874-2504;GD/X 25/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;5;24903.9;124519.5;;;;37.00;0;2,01E+11;23.07.2025;Mahavir Courier;SOP-01725/25-26;SCPO/0139/24-25;22.07.2025;Ashish
JSC-01632/25-26;23.07.2025;AIC ENTERPRISES PRIVATE LIMITED;Banglore;Karnataka;1822-047;GF/C 4.7CM 100/PK;461 GF Lab Catalogue;4;3364;13456;233021;0;350;42.00;0;5,01E+11;23.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01716/25-26,SOP-01331/25-26,SOP-01124/25-26;23244I460812275,23244I460811811,23244I460811592;17.06.2025;Vishnu Kiran
JSC-01632/25-26;23.07.2025;AIC ENTERPRISES PRIVATE LIMITED;Banglore;Karnataka;1001-020;GR 1 2.0CM 400/PK;467 CF Lab Catalogue Qualitative;10;4280.4;42804;;;;42.00;0;5,01E+11;23.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01716/25-26,SOP-01331/25-26,SOP-01124/25-26;23244I460812275,23244I460811811,23244I460811592;17.06.2025;Vishnu Kiran
JSC-01632/25-26;23.07.2025;AIC ENTERPRISES PRIVATE LIMITED;Banglore;Karnataka;6809-5002;ANOD 47MM 0.02uM SUPP 50/PK;478 Lab Membranes - Catalogue;1;59595;59595;;;;42.00;0;5,01E+11;23.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01716/25-26,SOP-01331/25-26,SOP-01124/25-26;23244I460812275,23244I460811811,23244I460811592;17.06.2025;Vishnu Kiran
JSC-01632/25-26;23.07.2025;AIC ENTERPRISES PRIVATE LIMITED;Banglore;Karnataka;UN203NPEORG;MUP 0.2uM PTFE 100/PK;491 EF Lab Cat Syringeless Filter;6;13545;81270;;;;37.00;0;5,01E+11;23.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01716/25-26,SOP-01331/25-26,SOP-01124/25-26;23244I460812275,23244I460811811,23244I460811592;17.06.2025;Vishnu Kiran
JSC-01633/25-26;23.07.2025;ALLIED SCIENTIFIC PRODUCTS – KOLKATA;Kolkata;West Bengal;4611;Acrodisc 25mm SUPOR .1um gam 50pk;PALL LIFESCIENCE;3;5292;15876;18970;0;200;37.00;0;1,00E+11;23.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01486/25-26;asp/25070706;07.07.2025;Arnab
